sample,total_count,population,count,percentage
sample00650,91542,b_cell,8469,9.251491118830701
sample00650,91542,cd8_t_cell,27676,30.233117039173276
sample00650,91542,cd4_t_cell,26316,28.747460182211444
sample00650,91542,nk_cell,13490,14.736405147364051
sample00650,91542,monocyte,15591,17.031526512420527
sample00651,96453,b_cell,12747,13.215763117787938
sample00651,96453,cd8_t_cell,17681,18.331207945838905
sample00651,96453,cd4_t_cell,27893,28.918747991249624
sample00651,96453,nk_cell,16540,17.148248369672277
sample00651,96453,monocyte,21592,22.386032575451257
sample00652,97361,b_cell,11667,11.983237641355368
sample00652,97361,cd8_t_cell,25447,26.13674880085455
sample00652,97361,cd4_t_cell,23077,23.702509218270148
sample00652,97361,nk_cell,15336,15.751687020470209
sample00652,97361,monocyte,21834,22.425817319049724
sample00653,95033,b_cell,13241,13.933054833584123
sample00653,95033,cd8_t_cell,14475,15.2315511453916
sample00653,95033,cd4_t_cell,30905,32.52028242820915
sample00653,95033,nk_cell,15208,16.002862163669462
sample00653,95033,monocyte,21204,22.312249429145666
sample00654,97308,b_cell,10462,10.751428453981173
sample00654,97308,cd8_t_cell,26583,27.318411641386113
sample00654,97308,cd4_t_cell,24329,25.002055329469314
sample00654,97308,nk_cell,22910,23.54379907099108
sample00654,97308,monocyte,13024,13.38430550417232
sample00655,91400,b_cell,13093,14.324945295404815
sample00655,91400,cd8_t_cell,16310,17.844638949671772
sample00655,91400,cd4_t_cell,28619,31.311816192560176
sample00655,91400,nk_cell,17605,19.26148796498906
sample00655,91400,monocyte,15773,17.25711159737418
sample00656,103166,b_cell,7892,7.649807106992614
sample00656,103166,cd8_t_cell,17857,17.30899715022391
sample00656,103166,cd4_t_cell,42099,40.80704883391815
sample00656,103166,nk_cell,13539,13.123509683422833
sample00656,103166,monocyte,21779,21.110637225442492
sample00657,99366,b_cell,12383,12.462009137934505
sample00657,99366,cd8_t_cell,25251,25.412112795121068
sample00657,99366,cd4_t_cell,37636,37.876134693959706
sample00657,99366,nk_cell,7575,7.6233319244007
sample00657,99366,monocyte,16521,16.626411448584022
sample00658,96645,b_cell,12792,13.23607015365513
sample00658,96645,cd8_t_cell,21664,22.41605877179368
sample00658,96645,cd4_t_cell,27323,28.27150913135703
sample00658,96645,nk_cell,14508,15.011640540121062
sample00658,96645,monocyte,20358,21.064721403073104
sample00659,108418,b_cell,14588,13.455330295707356
sample00659,108418,cd8_t_cell,26786,24.70622959287203
sample00659,108418,cd4_t_cell,33463,30.86480104779649
sample00659,108418,nk_cell,15824,14.595362393698464
sample00659,108418,monocyte,17757,16.378276669925658
sample00660,111393,b_cell,11812,10.603897910999793
sample00660,111393,cd8_t_cell,31115,27.932634905245393
sample00660,111393,cd4_t_cell,23984,21.530975914105912
sample00660,111393,nk_cell,21986,19.7373264029158
sample00660,111393,monocyte,22496,20.195164866733098
sample00661,108531,b_cell,7580,6.98417963531157
sample00661,108531,cd8_t_cell,19541,18.004993964857967
sample00661,108531,cd4_t_cell,38586,35.55297564751085
sample00661,108531,nk_cell,20153,18.568888151772306
sample00661,108531,monocyte,22671,20.88896260054731
sample00662,98068,b_cell,6493,6.620916099033324
sample00662,98068,cd8_t_cell,20557,20.961985561039278
sample00662,98068,cd4_t_cell,34751,35.435616103112125
sample00662,98068,nk_cell,16564,16.890321001753886
sample00662,98068,monocyte,19703,20.091161235061385
sample00663,92350,b_cell,12429,13.458581483486736
sample00663,92350,cd8_t_cell,31520,34.13102328099621
sample00663,92350,cd4_t_cell,24381,26.400649702219816
sample00663,92350,nk_cell,11161,12.085544125609095
sample00663,92350,monocyte,12859,13.924201407688143
sample00664,98990,b_cell,11093,11.206182442670977
sample00664,98990,cd8_t_cell,21516,21.7355288412971
sample00664,98990,cd4_t_cell,31867,32.192140620264674
sample00664,98990,nk_cell,14195,14.339832306293564
sample00664,98990,monocyte,20319,20.526315789473685
sample00665,107054,b_cell,12182,11.379303902703308
sample00665,107054,cd8_t_cell,27684,25.859846432641472
sample00665,107054,cd4_t_cell,19255,17.9862499299419
sample00665,107054,nk_cell,26530,24.781885777271285
sample00665,107054,monocyte,21403,19.99271395744204
sample00666,95713,b_cell,10027,10.476110873131132
sample00666,95713,cd8_t_cell,27984,29.237407666670148
sample00666,95713,cd4_t_cell,25085,26.208561010521038
sample00666,95713,nk_cell,11061,11.55642389226124
sample00666,95713,monocyte,21556,22.521496557416445
sample00667,103394,b_cell,11441,11.065439000328839
sample00667,103394,cd8_t_cell,29795,28.816952627812057
sample00667,103394,cd4_t_cell,20840,20.155908466642163
sample00667,103394,nk_cell,16333,15.796854749792058
sample00667,103394,monocyte,24985,24.164845155424878
sample00668,93389,b_cell,10450,11.189754682028934
sample00668,93389,cd8_t_cell,27192,29.11691955155318
sample00668,93389,cd4_t_cell,30252,32.393536712032464
sample00668,93389,nk_cell,10449,11.188683892107207
sample00668,93389,monocyte,15046,16.111105162278214
sample00669,104787,b_cell,14678,14.00746275778484
sample00669,104787,cd8_t_cell,27706,26.440302709305545
sample00669,104787,cd4_t_cell,22674,21.63818030862607
sample00669,104787,nk_cell,17198,16.4123412255337
sample00669,104787,monocyte,22531,21.501712998749845
sample00670,99492,b_cell,8832,8.877095645881075
sample00670,99492,cd8_t_cell,29029,29.17722027901741
sample00670,99492,cd4_t_cell,28900,29.04756161299401
sample00670,99492,nk_cell,15642,15.721867084790738
sample00670,99492,monocyte,17089,17.176255377316767
sample00671,96531,b_cell,5389,5.582662564357564
sample00671,96531,cd8_t_cell,19391,20.08784742725135
sample00671,96531,cd4_t_cell,31717,32.85680247796045
sample00671,96531,nk_cell,15834,16.40302079124841
sample00671,96531,monocyte,24200,25.06966673918223
sample00672,105872,b_cell,8267,7.808485718603597
sample00672,105872,cd8_t_cell,21468,20.277316004231526
sample00672,105872,cd4_t_cell,40134,37.908039897234396
sample00672,105872,nk_cell,12396,11.708478162309204
sample00672,105872,monocyte,23607,22.297680217621277
sample00673,105683,b_cell,13770,13.029531712763642
sample00673,105683,cd8_t_cell,30289,28.660238638191572
sample00673,105683,cd4_t_cell,25603,24.226223706745646
sample00673,105683,nk_cell,11618,10.993253408779085
sample00673,105683,monocyte,24403,23.090752533520057
sample00674,111229,b_cell,7373,6.628666984329627
sample00674,111229,cd8_t_cell,19352,17.39834036087711
sample00674,111229,cd4_t_cell,42183,37.92446214566345
sample00674,111229,nk_cell,19058,17.134020803927033
sample00674,111229,monocyte,23263,20.91450970520278
sample00675,109268,b_cell,13628,12.472086978804407
sample00675,109268,cd8_t_cell,15969,14.614525753193982
sample00675,109268,cd4_t_cell,42725,39.101109199399644
sample00675,109268,nk_cell,23548,21.550682725043014
sample00675,109268,monocyte,13398,12.261595343558955
sample00676,108101,b_cell,11016,10.190470023404039
sample00676,108101,cd8_t_cell,29897,27.656543417729715
sample00676,108101,cd4_t_cell,24104,22.297666071544203
sample00676,108101,nk_cell,16664,15.415213550290932
sample00676,108101,monocyte,26420,24.44010693703111
sample00677,96411,b_cell,11827,12.267272406675588
sample00677,96411,cd8_t_cell,25924,26.889047930215433
sample00677,96411,cd4_t_cell,22408,23.24216116418251
sample00677,96411,nk_cell,9528,9.882689734573855
sample00677,96411,monocyte,26724,27.718828764352615
sample00678,99083,b_cell,4525,4.566878273770476
sample00678,99083,cd8_t_cell,21565,21.764581209692885
sample00678,99083,cd4_t_cell,32288,32.586821149944996
sample00678,99083,nk_cell,28386,28.648708658397506
sample00678,99083,monocyte,12319,12.433010708194141
sample00679,100442,b_cell,11528,11.477270464546704
sample00679,100442,cd8_t_cell,23045,22.943589335138686
sample00679,100442,cd4_t_cell,35451,35.29499611716214
sample00679,100442,nk_cell,10720,10.672826108599988
sample00679,100442,monocyte,19698,19.611317974552477
sample00680,106571,b_cell,14570,13.671636749209448
sample00680,106571,cd8_t_cell,27964,26.239783806101098
sample00680,106571,cd4_t_cell,24866,23.332801606440775
sample00680,106571,nk_cell,11930,11.194414990945004
sample00680,106571,monocyte,27241,25.561362847303677
sample00681,104180,b_cell,10135,9.728354770589364
sample00681,104180,cd8_t_cell,26906,25.826454213860625
sample00681,104180,cd4_t_cell,33103,31.774812823958534
sample00681,104180,nk_cell,13817,13.262622384334804
sample00681,104180,monocyte,20219,19.40775580725667
sample00682,104838,b_cell,11872,11.324138194166238
sample00682,104838,cd8_t_cell,19732,18.821419714225758
sample00682,104838,cd4_t_cell,34715,33.11299338026288
sample00682,104838,nk_cell,15679,14.955455083080562
sample00682,104838,monocyte,22840,21.78599362826456
sample00683,102561,b_cell,12152,11.848558418892171
sample00683,102561,cd8_t_cell,26555,25.891908230223965
sample00683,102561,cd4_t_cell,28468,27.757139653474518
sample00683,102561,nk_cell,19347,18.863895632842894
sample00683,102561,monocyte,16039,15.638498064566454
sample00684,98700,b_cell,12776,12.944275582573455
sample00684,98700,cd8_t_cell,26434,26.782168186423505
sample00684,98700,cd4_t_cell,29899,30.292806484295845
sample00684,98700,nk_cell,10430,10.567375886524824
sample00684,98700,monocyte,19161,19.41337386018237
sample00685,108613,b_cell,9130,8.405991916253118
sample00685,108613,cd8_t_cell,24390,22.455875447690424
sample00685,108613,cd4_t_cell,33909,31.220019702982146
sample00685,108613,nk_cell,19628,18.07150156979367
sample00685,108613,monocyte,21556,19.846611363280637
sample00686,103203,b_cell,8897,8.620873424222165
sample00686,103203,cd8_t_cell,22046,21.36178211873686
sample00686,103203,cd4_t_cell,33051,32.02523182465626
sample00686,103203,nk_cell,17316,16.778582017964595
sample00686,103203,monocyte,21893,21.213530614420122
sample00687,98613,b_cell,12429,12.603814912841106
sample00687,98613,cd8_t_cell,20169,20.452678652915946
sample00687,98613,cd4_t_cell,35929,36.434344356220784
sample00687,98613,nk_cell,10937,11.090829809457171
sample00687,98613,monocyte,19149,19.418332268564996
sample00688,101044,b_cell,9007,8.913938482245358
sample00688,101044,cd8_t_cell,24819,24.562566802581053
sample00688,101044,cd4_t_cell,30917,30.59756145837457
sample00688,101044,nk_cell,20510,20.29808796168006
sample00688,101044,monocyte,15791,15.627845295118957
sample00689,95580,b_cell,5235,5.477087256748273
sample00689,95580,cd8_t_cell,20329,21.26909395270977
sample00689,95580,cd4_t_cell,31784,33.253818790541956
sample00689,95580,nk_cell,13275,13.88888888888889
sample00689,95580,monocyte,24957,26.11111111111111
sample00690,102720,b_cell,12239,11.91491433021807
sample00690,102720,cd8_t_cell,22217,21.62869937694704
sample00690,102720,cd4_t_cell,30124,29.32632398753894
sample00690,102720,nk_cell,15922,15.50038940809969
sample00690,102720,monocyte,22218,21.62967289719626
sample00691,97024,b_cell,8261,8.514388192612138
sample00691,97024,cd8_t_cell,23334,24.049719656992085
sample00691,97024,cd4_t_cell,24605,25.35970481530343
sample00691,97024,nk_cell,14795,15.248804419525065
sample00691,97024,monocyte,26029,26.82738291556728
sample00692,96802,b_cell,8639,8.924402388380406
sample00692,96802,cd8_t_cell,22702,23.451994793496002
sample00692,96802,cd4_t_cell,29590,30.56755025722609
sample00692,96802,nk_cell,16303,16.84159418193839
sample00692,96802,monocyte,19568,20.21445837895911
sample00693,93222,b_cell,7743,8.305979275278368
sample00693,93222,cd8_t_cell,25343,27.1856428739997
sample00693,93222,cd4_t_cell,29633,31.787560876188024
sample00693,93222,nk_cell,17344,18.605050310012658
sample00693,93222,monocyte,13159,14.115766664521251
sample00694,104994,b_cell,10546,10.0443834885803
sample00694,104994,cd8_t_cell,18628,17.741966207592814
sample00694,104994,cd4_t_cell,23213,22.108882412328324
sample00694,104994,nk_cell,24409,23.247995123530867
sample00694,104994,monocyte,28198,26.856772767967694
sample00695,102297,b_cell,6475,6.3296088839359905
sample00695,102297,cd8_t_cell,34956,34.17109006129212
sample00695,102297,cd4_t_cell,23432,22.90585256654643
sample00695,102297,nk_cell,15949,15.590877542840943
sample00695,102297,monocyte,21485,21.002570945384516
sample00696,92187,b_cell,6439,6.984715849306301
sample00696,92187,cd8_t_cell,27929,30.29602872422359
sample00696,92187,cd4_t_cell,24577,26.65994120646078
sample00696,92187,nk_cell,13951,15.1333702148893
sample00696,92187,monocyte,19291,20.925944005120027
sample00697,97543,b_cell,6058,6.2105943020001435
sample00697,97543,cd8_t_cell,17794,18.242211127400225
sample00697,97543,cd4_t_cell,38732,39.70761612827163
sample00697,97543,nk_cell,15231,15.614651999630931
sample00697,97543,monocyte,19728,20.22492644269707
sample00698,103883,b_cell,4173,4.017019146539857
sample00698,103883,cd8_t_cell,30197,29.06827873665566
sample00698,103883,cd4_t_cell,34274,32.99288622777548
sample00698,103883,nk_cell,10541,10.146992289402501
sample00698,103883,monocyte,24698,23.774823599626504
sample00699,110958,b_cell,11540,10.400331657023377
sample00699,110958,cd8_t_cell,28555,25.73496277870906
sample00699,110958,cd4_t_cell,36092,32.527623064583
sample00699,110958,nk_cell,19432,17.512932821427928
sample00699,110958,monocyte,15339,13.824149678256637
sample00700,107627,b_cell,11887,11.044626348406998
sample00700,107627,cd8_t_cell,33246,30.890018303957184
sample00700,107627,cd4_t_cell,29387,27.304486792347646
sample00700,107627,nk_cell,10527,9.781002908192182
sample00700,107627,monocyte,22580,20.979865647095988
sample00701,104548,b_cell,6978,6.6744461873971765
sample00701,104548,cd8_t_cell,28765,27.51367792784176
sample00701,104548,cd4_t_cell,36438,34.852890538317325
sample00701,104548,nk_cell,11725,11.214944331790182
sample00701,104548,monocyte,20642,19.744041014653558
sample00702,103225,b_cell,10023,9.709857108258658
sample00702,103225,cd8_t_cell,23049,22.32889319447808
sample00702,103225,cd4_t_cell,42296,40.97457011382902
sample00702,103225,nk_cell,12185,11.804310971179463
sample00702,103225,monocyte,15672,15.182368612254784
sample00703,106248,b_cell,8571,8.066975378360063
sample00703,106248,cd8_t_cell,30690,28.88524960469844
sample00703,106248,cd4_t_cell,22411,21.09310292899631
sample00703,106248,nk_cell,22703,21.367931631654244
sample00703,106248,monocyte,21873,20.586740456290944
sample00704,100635,b_cell,7115,7.070104834302181
sample00704,100635,cd8_t_cell,24023,23.87141650519203
sample00704,100635,cd4_t_cell,39426,39.17722462363989
sample00704,100635,nk_cell,11677,11.603318924827347
sample00704,100635,monocyte,18394,18.277935112038556
sample00705,100225,b_cell,17343,17.304065851833375
sample00705,100225,cd8_t_cell,23883,23.829383886255926
sample00705,100225,cd4_t_cell,31980,31.908206535295584
sample00705,100225,nk_cell,8863,8.84310301820903
sample00705,100225,monocyte,18156,18.115240708406088
sample00706,105866,b_cell,5893,5.56647082160467
sample00706,105866,cd8_t_cell,33355,31.50681049628776
sample00706,105866,cd4_t_cell,27257,25.74669865679255
sample00706,105866,nk_cell,14074,13.29416432093401
sample00706,105866,monocyte,25287,23.88585570438101
sample00707,98664,b_cell,11964,12.126003405497446
sample00707,98664,cd8_t_cell,19650,19.91607881294089
sample00707,98664,cd4_t_cell,29222,29.617692370064056
sample00707,98664,nk_cell,11361,11.51483823887132
sample00707,98664,monocyte,26467,26.825387172626286
sample00708,89766,b_cell,9373,10.441592585165875
sample00708,89766,cd8_t_cell,28909,32.204843704743446
sample00708,89766,cd4_t_cell,27172,30.269812623933337
sample00708,89766,nk_cell,11882,13.236637479669362
sample00708,89766,monocyte,12430,13.84711360648798
sample00709,93628,b_cell,10542,11.25945230059384
sample00709,93628,cd8_t_cell,22063,23.564531977613534
sample00709,93628,cd4_t_cell,22482,24.01204767804503
sample00709,93628,nk_cell,12563,13.417994616994916
sample00709,93628,monocyte,25978,27.74597342675268
sample00710,90505,b_cell,5080,5.6129495607977455
sample00710,90505,cd8_t_cell,25556,28.23711397160378
sample00710,90505,cd4_t_cell,22772,25.161040826473677
sample00710,90505,nk_cell,15538,17.168112258991215
sample00710,90505,monocyte,21559,23.820783382133584
sample00711,99509,b_cell,9975,10.024218914872021
sample00711,99509,cd8_t_cell,23814,23.931503683083942
sample00711,99509,cd4_t_cell,27246,27.38043795033615
sample00711,99509,nk_cell,17786,17.87376016239737
sample00711,99509,monocyte,20688,20.790079289310516
sample00712,107266,b_cell,10819,10.086140995282754
sample00712,107266,cd8_t_cell,31779,29.626349449033246
sample00712,107266,cd4_t_cell,26508,24.71239721813063
sample00712,107266,nk_cell,17848,16.63900956500662
sample00712,107266,monocyte,20312,18.936102772546754
sample00713,100198,b_cell,6558,6.545040819178028
sample00713,100198,cd8_t_cell,26909,26.855825465578157
sample00713,100198,cd4_t_cell,28039,27.983592486875985
sample00713,100198,nk_cell,14228,14.199884229226132
sample00713,100198,monocyte,24464,24.4156569991417
sample00714,106122,b_cell,7010,6.605604869866757
